"bfi_1"	"bfi_2"	"bfi_3"	"bfi_4"	"bfi_5"	"bfi_6"	"bfi_7"	"bfi_8"	"bfi_9"	"bfi_10"	"bfi_11"	"bfi_12"	"bfi_13"	"bfi_14"	"bfi_15"	"bfi_16"	"bfi_17"	"bfi_18"	"bfi_19"	"bfi_20"	"bfi_21"	"bfi_22"	"bfi_23"	"bfi_24"	"bfi_25"	"bfi_26"	"bfi_27"	"bfi_28"	"bfi_29"	"bfi_30"	"bfi_31"	"bfi_32"	"bfi_33"	"bfi_34"	"bfi_35"	"bfi_36"	"bfi_37"	"bfi_38"	"bfi_39"	"bfi_40"	"bfi_41"	"bfi_42"	"bfi_43"	"bfi_44"	"AgainstAbortion"	"AgainstGayMarriage"	"AgainstUniversalHealthcare"	"AgainstTaxingTheRich"	"ConservativeIdeology"	"PoliticalInterest"	"Vote"	"YearOfBirth"	"Gender"	"Race"	"EducationLevel"	"IncomeLevel"	"State"
5	2	3	1	5	4	5	4	2	5	3	1	5	5	5	3	4	4	3	5	3	4	3	5	5	5	2	4	4	4	2	4	3	3	2	5	4	4	3	4	5	4	2	4	2	2	1	1	3	1	1	1953	1	1	3	12	13
3	3	3	3	5	4	4	3	3	5	3	3	3	5	5	3	5	5	5	5	3	5	3	3	5	1	4	3	4	5	4	3	2	3	1	3	4	3	5	5	1	3	5	5	2	1	1	1	3	1	1	1975	1	1	6	7	9
4	2	4	2	4	5	4	4	4	5	4	3	5	4	4	4	4	3	4	4	3	4	4	4	4	4	2	5	2	5	4	5	4	4	4	4	1	4	3	5	2	5	5	4	2	1	2	4	5	1	2	1940	1	1	6	8	46
4	4	5	3	5	2	5	2	2	4	3	2	5	5	3	3	2	2	5	5	2	5	1	2	2	2	2	4	4	1	1	4	4	1	5	4	2	4	5	4	4	4	2	1	3	4	2	2	3	1	2	1942	2	1	2	6	16
4	2	3	2	2	3	4	5	3	5	3	4	5	4	3	3	2	2	2	4	4	3	1	2	3	4	5	3	5	4	2	2	3	5	2	3	2	4	2	3	3	2	2	4	3	3	3	4	5	1	2	1939	1	1	4	6	5
5	2	5	3	4	2	5	2	3	4	4	2	5	4	4	4	4	2	4	4	2	5	1	4	4	4	3	4	3	4	2	4	4	4	2	4	2	4	4	3	2	4	4	4	2	2	1	2	2	2	1	1954	2	1	3	8	8
5	4	4	3	4	3	5	3	3	5	2	2	4	3	4	4	4	2	3	4	1	5	2	4	3	4	1	3	3	5	1	5	4	3	2	4	3	3	3	4	2	4	1	3	2	1	2	2	2	1	1	1941	1	1	5	10	22
5	1	5	1	5	5	5	2	5	5	5	1	5	2	5	5	5	1	1	5	1	5	1	5	5	5	4	5	4	5	2	5	5	5	4	5	1	5	1	5	5	5	1	5	2	2	1	2	2	2	1	1977	2	2	5	14	9
2	3	3	1	4	3	4	3	3	4	2	3	3	4	3	3	4	2	2	4	3	3	2	4	4	3	3	4	3	5	3	4	4	4	2	3	3	5	2	4	3	4	2	4	1	1	3	1	3	2	1	1948	1	1	5	12	9
5	4	5	4	4	1	2	2	2	5	2	2	5	5	5	5	4	1	5	5	1	5	3	2	4	4	4	4	4	4	2	2	5	3	5	5	5	2	3	4	1	4	2	2	2	1	1	1	1	2	1	1961	2	3	4	9	42
5	1	3	1	4	1	2	3	3	2	5	3	3	1	3	5	3	2	2	4	1	5	2	4	4	4	4	4	4	5	1	3	5	5	2	5	4	4	1	3	3	2	4	3	3	3	3	4	4	1	2	1962	1	1	5	12	9
5	4	2	4	4	3	4	4	2	5	1	3	5	4	3	3	3	4	4	5	3	4	4	3	4	5	3	2	4	5	5	4	2	4	3	4	4	4	4	4	2	4	4	4	2	3	3	4	3	1	2	1934	1	1	4	8	13
5	4	5	4	5	1	5	3	4	5	5	3	5	4	3	5	4	4	4	5	1	4	2	2	5	5	1	4	3	5	2	5	4	4	1	5	3	4	2	5	5	5	4	5	1	1	3	3	3	1	2	1976	2	1	6	14	9
5	2	4	1	4	3	4	1	2	4	4	2	5	2	4	4	4	2	4	4	2	4	1	4	4	4	1	4	1	2	2	4	4	4	4	4	2	4	2	4	2	4	2	4	2	3	3	4	3	1	2	1956	2	1	6	13	37
5	2	5	1	3	1	5	3	1	4	4	1	5	5	4	5	5	1	2	3	1	4	1	4	3	5	1	5	1	3	1	4	4	4	5	5	2	5	4	2	3	5	3	4	2	2	3	1	3	2	1	1950	2	1	3	10	9
3	2	4	3	3	3	4	3	2	3	2	2	4	4	3	3	5	4	3	4	5	5	3	3	3	3	3	4	4	3	5	5	4	4	4	3	2	3	4	4	4	4	3	3	2	1	2	1	3	1	2	1959	2	3	2	1	42
4	4	5	1	4	4	3	3	2	5	4	3	4	3	3	3	2	2	1	5	2	4	4	5	5	4	4	4	3	5	4	3	4	5	1	3	4	5	4	5	2	3	4	3	2	3	2	3	4	2	2	1931	1	1	2	5	46
4	5	3	3	4	4	2	3	2	4	2	2	2	4	4	3	4	2	4	5	1	1	4	2	3	4	4	3	4	3	1	3	3	2	2	2	3	2	2	4	3	3	4	3	3	3	2	2	4	2	1	1949	2	2	3	5	33
3	4	5	1	4	5	5	3	5	5	5	1	5	4	5	5	5	1	5	4	5	5	1	1	4	5	1	5	1	5	5	5	5	5	3	5	1	5	5	5	5	5	1	3	2	1	2	1	5	1	1	1962	2	2	4	11	4
4	3	5	1	4	4	4	2	4	5	4	1	4	2	4	4	4	2	1	4	5	5	2	4	4	4	2	4	2	4	3	4	4	4	4	4	3	4	2	4	3	4	2	4	1	1	3	3	4	1	2	1949	1	1	5	6	34
5	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	5	5	5	4	4	4	4	4	4	4	3	4	5	4	4	5	4	4	5	5	5	4	4	4	4	4	4	4	3	4	3	1	3	2	2	1978	2	1	3	4	16
4	4	4	4	4	2	4	3	4	5	4	1	5	2	4	4	4	2	2	4	2	4	2	5	4	2	2	4	2	5	4	4	4	4	1	5	1	5	1	5	1	5	1	3	1	1	1	1	2	1	1	1955	2	1	4	9	21
4	4	5	3	5	4	4	5	5	4	3	4	5	5	4	3	4	4	5	5	4	3	4	4	5	5	5	4	4	3	3	4	4	5	4	5	3	3	4	4	5	4	3	4	4	1	3	1	1	1	1	1976	1	2	5	9	32
4	4	4	3	4	4	4	4	4	4	4	4	5	5	4	4	4	4	4	4	3	4	1	4	4	4	3	3	4	4	3	4	4	3	4	4	1	4	4	4	4	4	4	4	4	4	1	1	5	2	1	1961	2	3	1	7	8
2	3	2	2	4	4	4	2	4	4	2	1	5	3	4	2	4	2	4	4	4	2	4	5	4	2	4	3	4	4	4	4	4	5	3	2	1	3	4	5	2	5	2	3	2	1	3	4	3	1	1	1988	1	1	3	11	19
5	1	5	1	5	5	5	1	5	5	5	1	5	1	5	5	5	1	1	5	1	5	1	5	5	5	1	5	1	3	1	5	5	5	3	5	1	5	1	3	3	5	1	5	1	1	1	1	1	1	1	1960	2	2	2	7	32
4	2	5	1	4	3	5	4	4	5	4	1	5	1	4	4	4	5	2	5	4	4	3	5	5	4	1	4	1	5	1	5	4	4	4	5	1	3	1	4	2	4	5	4	1	1	2	1	3	2	1	1961	2	2	3	10	42
5	1	5	5	4	4	5	1	3	4	5	1	5	3	2	4	4	1	4	3	3	5	1	4	2	4	1	5	1	4	3	5	5	5	3	4	1	4	2	3	3	4	1	2	2	4	3	4	4	1	2	1949	1	1	5	12	9
4	2	3	1	2	3	2	3	5	4	1	2	3	1	4	4	4	4	1	3	2	3	4	5	2	4	3	2	2	3	2	4	3	5	4	4	2	3	1	2	3	4	4	3	3	2	3	1	3	2	2	1957	2	1	3	9	5
4	2	4	2	5	2	4	4	4	5	4	1	4	2	5	4	4	2	2	5	1	2	2	4	5	5	2	5	4	4	2	5	5	5	4	4	2	4	4	5	4	2	2	5	1	1	1	1	2	1	1	1980	2	1	5	12	37
2	2	4	1	4	4	4	2	4	5	4	1	5	4	4	3	4	3	2	4	4	4	2	4	4	4	4	4	4	4	4	4	4	4	1	4	1	4	2	4	1	5	1	4	3	4	3	2	4	1	2	1944	1	1	4	9	12
4	4	5	2	4	2	4	4	4	4	3	3	5	2	2	4	2	4	3	2	2	4	3	5	3	5	2	4	4	2	2	4	4	4	3	4	4	4	2	2	4	4	4	4	1	1	2	2	2	2	1	1981	2	1	3	5	23
5	1	3	1	5	1	5	3	5	4	5	1	5	1	3	5	2	5	4	4	1	5	1	5	4	5	1	3	4	3	1	5	5	5	4	5	1	3	1	4	2	4	4	5	2	1	2	2	2	1	1	1964	2	3	6	11	5
5	1	5	3	5	4	5	3	4	4	3	1	5	5	5	4	5	1	4	4	4	4	4	4	4	4	2	4	3	4	4	4	4	4	4	4	2	4	4	4	4	4	4	2	1	1	1	1	3	1	1	1947	1	1	3	6	34
2	2	4	3	2	4	4	2	4	4	2	1	5	3	3	3	5	3	4	3	4	4	3	4	2	2	3	4	4	3	5	5	4	4	4	2	1	5	5	3	3	5	4	1	3	4	2	2	4	3	1	1977	2	1	2	11	42
5	2	5	4	3	3	5	2	3	5	4	1	5	4	5	4	5	2	4	5	5	2	1	4	3	5	3	4	4	4	2	5	5	5	2	5	3	5	2	5	3	5	1	2	3	4	1	1	4	1	1	1958	2	1	4	6	46
1	2	3	2	4	4	4	3	3	4	2	2	5	4	3	3	4	4	3	4	4	3	4	3	2	3	2	3	3	3	4	4	3	3	2	3	3	4	3	4	3	4	3	2	2	1	1	1	2	1	1	1952	2	1	5	10	32
5	4	5	3	4	3	4	3	4	5	2	1	3	4	5	2	3	3	4	4	4	4	3	4	4	3	4	3	3	4	4	4	4	5	3	4	3	4	3	3	2	4	2	2	1	4	1	1	3	3	1	1952	1	1	2	4	34
1	1	5	1	3	4	5	2	3	4	4	1	5	4	4	4	2	1	3	2	4	4	1	4	1	4	3	4	4	1	1	4	5	2	2	4	1	4	1	4	1	4	2	1	1	4	2	1	1	1	1	1964	1	2	3	8	20
4	4	4	1	4	3	4	2	4	5	3	1	5	2	4	3	4	2	2	5	4	4	2	4	4	3	2	4	2	4	2	4	4	5	2	3	2	3	2	4	2	3	2	3	2	1	1	2	3	1	1	1954	1	1	2	8	14
5	3	5	1	4	1	5	1	4	5	5	1	5	2	4	4	5	1	2	4	1	5	1	5	3	4	1	5	1	4	1	5	5	5	3	4	1	5	2	4	2	5	1	1	2	4	1	1	1	2	2	1954	2	1	3	6	22
5	3	4	4	3	1	5	1	3	5	4	1	4	4	3	3	5	4	4	3	1	3	2	2	2	4	2	4	4	5	3	5	4	3	3	3	2	3	4	3	2	5	2	5	2	1	2	3	1	2	1	1964	1	1	6	14	5
1	4	5	3	5	2	4	2	4	5	3	2	5	3	5	3	2	2	3	4	3	5	4	4	5	4	4	2	3	4	3	4	4	5	2	2	3	1	3	5	3	4	2	3	3	4	3	3	5	1	2	1946	1	1	2	5	30
4	2	5	3	2	3	1	4	5	5	2	1	5	2	2	4	5	4	3	4	2	4	4	4	2	4	2	4	4	3	4	5	3	3	5	4	1	5	3	2	4	5	4	3	2	1	1	2	1	1	1	1977	2	1	5	10	48
1	5	5	4	4	5	3	2	3	4	1	3	5	4	4	1	5	2	3	3	5	4	5	2	4	2	4	2	4	2	4	5	3	4	4	1	2	3	3	5	5	4	5	4	4	2	2	1	4	2	2	1964	2	1	5	14	30
4	4	5	3	3	4	4	4	1	4	2	2	5	5	4	3	3	3	5	3	4	4	4	1	2	4	3	4	5	3	4	5	5	1	4	2	2	4	5	4	3	5	4	2	3	1	1	1	2	1	1	1955	2	1	5	5	17
5	2	4	4	3	1	4	3	2	5	3	2	4	5	5	2	4	1	4	4	2	5	2	4	3	5	4	2	4	4	1	3	5	3	1	5	3	4	4	4	1	3	4	5	1	1	3	1	1	2	4	1986	2	1	3	2	17
1	4	5	1	5	5	5	3	5	5	5	1	5	3	5	5	1	1	1	5	5	5	3	5	5	5	3	5	2	2	5	5	5	5	5	5	3	5	3	5	5	5	3	5	4	1	3	3	5	1	1	1978	1	3	3	4	5
3	2	5	1	4	4	4	3	4	5	3	1	5	3	4	4	4	2	2	5	5	3	1	5	4	4	1	5	1	5	1	5	4	5	4	4	2	4	2	5	1	5	2	4	2	1	3	4	4	1	2	1942	2	1	4	2	28
5	2	5	1	3	2	4	1	4	5	5	1	5	2	5	4	4	1	1	4	2	4	1	5	4	4	1	5	4	4	3	4	5	5	2	4	2	5	1	4	1	5	1	4	1	1	1	2	2	2	1	1968	2	1	3	13	21
5	4	5	1	4	4	5	2	4	4	4	3	5	3	3	4	4	3	4	4	3	4	2	3	4	4	2	4	3	3	2	4	4	2	2	4	2	4	3	4	2	4	3	2	4	4	1	1	4	2	2	1979	2	1	5	7	48
4	1	4	1	4	1	3	2	5	5	3	1	4	2	3	3	4	4	1	5	2	4	4	5	4	4	3	2	1	4	3	5	3	5	2	5	1	4	1	4	1	4	2	3	1	1	3	4	2	1	1	1942	2	1	3	7	16
2	4	5	2	4	4	4	2	1	5	3	1	5	3	4	3	1	1	4	5	4	5	2	2	4	1	3	5	4	4	4	4	5	2	4	3	1	4	3	3	2	3	3	3	1	1	1	1	2	1	3	1944	2	1	3	6	5
5	3	5	3	4	1	5	1	5	5	5	1	5	5	5	4	3	1	5	4	1	3	1	3	3	5	4	5	4	3	4	5	5	3	3	5	3	5	3	5	3	5	3	5	3	1	1	1	2	2	1	1987	1	2	3	1	46
1	1	5	1	4	3	5	1	5	1	3	1	5	2	4	2	5	4	1	1	5	5	3	5	2	3	5	5	4	3	4	5	5	5	5	2	1	5	1	2	4	5	1	1	3	4	3	1	3	2	2	1948	2	1	3	1	10
1	1	4	3	4	4	4	4	2	4	4	1	5	5	5	2	4	5	4	4	5	5	1	4	5	4	1	4	1	4	4	5	4	4	1	4	1	4	3	5	2	5	2	2	3	3	3	4	4	1	2	1940	1	1	4	12	42
5	1	4	1	5	1	5	4	5	5	1	1	5	5	5	5	5	5	1	5	1	5	2	5	5	5	1	1	1	5	3	5	2	5	3	5	2	3	1	5	5	5	2	1	2	2	3	4	5	1	2	1946	1	1	4	13	32
2	2	5	1	3	4	4	1	2	5	4	1	5	4	3	3	4	1	4	4	5	4	1	4	5	4	4	5	2	5	4	3	4	4	1	2	1	5	1	4	2	5	2	4	2	1	2	1	3	1	1	1949	1	1	5	11	41
4	3	5	1	4	1	4	3	3	5	2	1	5	3	3	4	5	1	4	5	1	3	3	3	3	5	2	4	3	4	3	5	4	3	1	4	2	4	3	4	2	3	4	2	1	1	3	4	3	2	2	1958	2	3	4	12	3
3	3	4	3	5	4	3	3	3	4	2	3	4	3	3	3	4	3	4	3	3	4	3	2	3	3	3	4	4	3	3	3	4	3	4	4	4	4	4	4	4	4	3	3	1	4	1	1	4	2	1	1965	2	1	1	6	14
4	3	4	2	4	4	4	2	4	4	4	1	5	3	4	4	4	3	3	3	3	4	2	4	4	4	2	5	3	3	2	4	4	4	2	4	2	4	2	4	4	4	2	1	3	4	3	4	4	1	2	1966	1	1	5	10	37
1	4	5	3	5	5	4	3	4	5	2	4	5	4	5	3	4	3	5	3	5	4	2	3	3	3	4	4	4	3	5	3	4	2	4	1	3	4	4	4	4	4	3	4	2	2	2	1	3	2	1	1956	2	4	5	6	5
4	1	5	1	4	4	5	2	4	5	4	1	5	4	3	3	5	2	1	3	3	4	1	5	4	4	1	4	2	1	2	4	4	4	1	4	1	3	1	1	2	4	2	2	4	4	3	4	5	1	2	1939	1	1	5	8	48
2	3	4	1	3	5	3	4	4	4	3	1	4	3	4	2	4	4	2	4	5	4	4	4	3	2	3	3	2	3	4	4	3	4	3	2	3	3	2	4	4	3	3	2	3	2	3	3	5	1	2	1985	1	1	3	5	31
5	1	5	4	5	4	1	1	4	5	5	1	5	1	4	5	5	1	4	4	2	5	1	5	4	1	1	4	1	5	1	5	5	5	3	5	1	4	1	4	1	5	1	4	2	1	2	1	1	1	1	1955	2	1	4	12	9
2	3	5	4	3	3	3	3	2	5	2	3	5	4	4	3	3	3	4	3	4	3	4	2	2	3	3	3	3	5	4	3	3	2	3	2	3	3	4	3	2	4	4	5	2	1	1	1	1	1	1	1977	2	1	5	5	32
3	2	5	3	4	4	5	1	2	5	4	1	5	4	3	3	2	1	3	4	4	5	1	5	4	5	2	5	5	5	2	4	5	4	1	4	1	5	2	4	2	4	3	4	3	4	3	3	3	1	2	1947	1	4	6	9	9
4	2	5	1	4	3	5	1	3	4	4	1	5	2	5	3	5	2	4	5	2	5	3	4	4	4	1	5	2	4	1	5	5	5	3	5	2	4	1	5	4	4	1	4	3	4	2	1	3	2	1	1960	2	1	1	6	36
5	4	5	1	4	2	4	1	2	1	4	1	5	3	4	3	3	1	1	1	4	5	1	3	4	5	1	5	2	3	1	4	5	5	2	3	1	4	1	2	1	2	1	1	4	4	3	3	5	1	2	1952	1	1	3	4	16
4	2	5	4	4	5	4	4	2	5	3	1	5	4	5	3	5	4	4	5	5	5	1	4	4	2	2	4	4	4	5	5	2	2	4	2	1	4	4	4	2	4	2	1	3	2	1	1	4	2	2	1958	2	1	4	1	12
5	2	5	1	4	3	4	2	5	5	5	1	5	1	4	4	2	3	3	4	3	5	2	5	5	4	1	5	1	3	1	2	5	5	5	5	1	4	1	4	1	3	1	1	1	1	1	2	3	1	1	1978	2	2	3	7	13
2	1	5	1	5	5	5	1	5	5	5	1	5	3	3	4	2	1	1	4	4	5	1	5	5	1	1	5	1	5	3	5	5	4	1	4	1	5	1	5	4	4	1	3	2	3	2	2	4	1	2	1941	1	1	2	12	30
4	5	5	4	4	3	4	4	1	4	1	2	4	5	4	2	2	1	5	5	2	4	4	1	3	2	4	4	5	4	4	4	4	2	1	4	4	2	5	4	2	4	4	3	2	1	1	1	2	2	1	1969	2	1	2	3	32
5	3	5	3	4	2	4	4	2	5	4	3	5	5	5	5	5	5	4	4	1	2	1	4	4	4	4	5	4	3	1	4	4	2	4	5	3	5	4	4	4	4	4	2	3	4	2	3	5	1	2	1973	1	1	5	7	25
5	1	5	1	5	2	5	4	3	5	5	1	5	4	5	5	5	5	5	5	1	5	1	4	5	5	1	5	2	4	1	5	3	4	1	5	4	4	2	5	2	4	4	5	2	3	3	4	4	1	2	1961	1	3	6	14	42
5	1	5	1	5	1	4	1	5	5	4	1	5	1	4	5	4	1	2	4	2	2	1	5	5	5	1	5	1	4	1	4	5	5	2	5	1	5	1	4	2	4	1	4	1	2	1	1	2	1	1	1953	2	2	3	14	13
1	1	5	3	1	5	4	4	3	5	3	1	5	4	3	2	5	1	2	1	5	5	1	4	1	1	4	5	4	3	4	5	3	4	4	1	3	4	4	5	2	5	3	3	3	2	1	1	4	2	2	1948	1	1	5	8	38
3	2	5	1	4	4	4	2	3	5	4	1	5	4	4	3	4	2	2	3	4	4	1	5	5	4	3	5	2	4	2	5	5	5	1	3	2	5	2	4	1	4	2	2	2	1	3	2	3	1	2	1966	1	1	5	9	9
3	4	3	4	4	3	4	3	4	4	3	2	4	4	4	3	3	3	4	4	4	4	3	4	4	3	3	4	4	4	4	4	4	4	3	4	3	4	4	3	3	4	4	3	1	4	1	1	3	1	2	1933	1	1	3	4	17
5	1	5	1	5	3	5	1	4	5	4	1	5	2	4	4	5	1	1	4	3	5	1	5	4	4	1	5	1	4	3	5	4	3	3	5	1	4	1	5	1	4	1	4	3	4	3	4	5	1	2	1960	2	1	3	5	9
4	3	5	2	4	3	4	2	4	4	3	1	5	2	3	3	4	1	4	3	4	5	3	4	3	4	4	4	4	3	3	4	5	4	5	4	3	4	3	4	4	4	2	3	3	1	1	1	2	2	1	1974	2	1	2	7	14
2	3	4	3	3	4	5	1	3	4	4	3	5	4	4	3	3	2	4	4	5	4	1	3	3	4	3	4	3	4	4	5	5	3	4	3	1	4	4	4	2	4	2	3	2	1	2	2	2	2	1	1935	2	1	2	12	28
4	4	5	2	4	4	4	2	3	4	3	2	5	4	4	4	2	1	5	5	3	2	4	2	2	3	2	4	4	4	5	4	4	3	5	4	1	5	4	3	3	4	5	2	1	1	2	4	2	2	1	1988	2	1	3	1	21
5	2	5	1	4	2	5	3	2	5	5	2	5	5	4	5	4	4	5	5	2	5	1	5	5	5	2	5	2	5	2	5	5	4	3	4	1	5	2	4	1	4	2	4	1	1	2	2	2	1	1	1933	1	1	6	10	20
4	2	4	1	3	1	3	3	4	5	4	1	5	2	5	5	4	3	2	4	1	5	3	4	3	4	1	2	3	4	2	5	4	5	2	5	2	3	2	4	1	3	4	3	2	1	1	1	2	1	1	1977	2	3	3	5	9
4	1	5	1	3	5	5	2	5	5	4	1	5	4	5	3	4	2	4	4	4	4	1	5	3	4	1	3	4	4	2	5	4	4	4	4	1	4	4	2	4	5	1	5	3	4	1	2	3	1	1	1948	2	2	3	11	9
4	2	5	2	5	3	2	2	3	5	4	2	2	4	5	5	5	4	2	5	2	3	3	4	3	5	4	2	3	1	1	4	3	4	3	4	4	3	2	5	1	4	4	1	4	4	3	3	5	1	2	1968	1	1	3	6	13
4	3	5	1	4	2	3	1	4	2	4	2	5	4	3	3	2	1	3	4	2	2	1	5	3	5	3	5	2	1	2	3	5	5	2	4	4	5	1	2	2	4	1	2	2	4	3	2	4	1	2	1958	1	1	2	11	49
2	4	4	3	3	4	3	3	2	3	2	1	5	4	3	2	5	3	3	4	4	4	4	3	3	2	4	5	3	3	2	4	3	3	4	3	2	3	3	3	2	3	3	4	4	4	3	4	4	1	2	1952	1	1	5	5	34
3	3	4	2	4	4	4	2	2	4	3	1	5	2	3	3	4	1	5	3	4	5	1	3	3	4	3	3	3	2	3	4	4	3	3	3	4	4	4	3	4	3	3	5	3	4	3	2	5	1	2	1930	1	1	3	8	34
3	3	4	3	4	3	4	3	4	4	3	2	5	4	3	4	3	2	3	4	3	4	3	3	4	4	3	4	4	4	3	3	4	4	2	3	3	4	3	3	2	3	3	4	2	4	3	4	5	1	2	1937	1	1	2	8	20
5	1	5	1	5	4	5	4	5	5	5	1	5	2	5	4	5	1	1	5	5	5	1	5	5	4	5	5	3	5	5	5	5	5	1	4	2	5	1	5	4	5	1	4	3	4	2	1	3	1	2	1941	1	1	3	11	48
3	4	5	1	4	4	4	1	4	5	4	1	5	3	4	3	4	3	3	4	4	4	3	5	4	5	3	5	3	3	3	5	4	5	4	4	3	4	3	4	3	4	3	2	4	4	3	4	5	1	2	1936	1	4	6	12	5
3	4	5	3	3	3	4	2	2	4	2	2	5	4	5	2	2	2	4	4	2	4	1	3	4	4	4	4	4	4	4	4	4	3	2	4	2	4	3	4	2	3	2	4	1	1	2	2	2	2	1	1945	2	1	2	6	27
5	3	5	1	4	3	4	3	4	5	4	2	5	2	3	4	4	2	2	4	3	4	1	5	4	4	2	5	1	2	2	5	5	4	4	4	2	4	2	3	3	4	2	2	2	2	1	1	3	1	1	1952	2	1	3	8	9
4	1	5	1	4	4	5	4	4	5	4	2	5	2	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	3	5	3	1	1	1	3	1	1	1974	1	3	6	6	41
5	2	5	1	4	2	5	2	5	5	3	1	5	3	4	4	5	1	3	5	2	5	1	5	4	4	2	5	3	4	1	5	5	5	3	5	2	5	1	4	2	5	2	3	3	4	3	4	4	1	2	1953	1	1	5	10	22
4	2	4	2	5	1	4	4	2	5	4	1	5	3	5	5	5	4	3	5	1	5	2	3	5	4	2	4	3	2	2	4	5	3	1	4	3	4	3	5	4	4	2	1	2	4	3	4	4	1	2	1954	1	1	6	14	45
2	1	4	1	1	5	4	1	1	4	1	1	5	4	4	1	5	5	5	5	5	4	4	4	4	2	1	2	2	4	4	5	4	2	4	4	2	4	5	4	4	5	4	1	3	4	3	2	3	1	2	1957	1	1	3	3	5
2	1	5	4	2	4	5	2	2	5	1	1	5	5	3	2	4	5	2	4	4	4	2	4	1	1	4	5	5	3	4	4	4	4	3	2	5	4	2	3	4	4	1	1	3	3	1	1	4	2	2	1959	2	1	3	6	10
4	4	5	1	5	3	4	1	5	5	5	1	5	4	5	5	1	2	1	5	2	3	1	5	5	5	2	5	1	1	1	5	5	5	5	4	1	5	1	5	5	5	1	1	3	4	2	4	4	2	2	1963	1	1	6	11	32
4	5	5	4	4	2	4	1	2	5	2	3	5	4	5	4	4	1	5	5	2	2	1	4	5	5	2	5	4	5	3	3	5	5	1	3	4	5	2	4	1	3	1	4	3	2	1	1	3	1	1	1954	1	1	6	12	5
5	3	4	1	4	3	5	1	5	4	5	3	5	4	4	5	5	3	1	4	2	5	4	5	3	3	3	4	2	3	2	5	5	5	3	5	1	5	1	3	3	5	5	5	3	4	3	4	5	1	2	1984	1	1	3	10	37
5	1	4	2	4	4	5	5	5	5	5	1	5	4	3	5	5	5	4	5	5	5	1	5	4	5	2	3	2	5	5	5	5	4	5	4	3	4	2	3	4	5	4	5	4	2	2	2	2	2	1	1984	2	1	3	8	14
2	2	5	1	3	4	5	1	2	5	3	1	5	3	4	4	4	1	3	3	4	4	1	5	3	3	2	4	3	3	4	5	4	4	3	4	1	4	2	3	3	5	2	3	3	2	3	4	4	1	2	1948	1	1	4	14	21
5	2	5	1	4	1	5	1	4	3	4	1	5	4	3	4	4	3	2	5	1	5	1	5	5	5	5	4	5	4	2	4	5	4	4	4	4	4	1	4	4	4	2	4	2	2	2	1	2	2	1	1960	2	1	3	9	34
5	1	4	4	1	2	5	4	5	5	2	1	4	2	4	4	5	5	2	4	1	5	5	5	1	5	1	4	4	4	1	5	2	5	5	5	1	2	1	5	5	5	5	4	1	1	2	1	3	1	1	1970	1	1	4	8	8
5	4	4	4	5	3	5	5	4	5	5	3	5	4	4	5	5	1	4	5	1	5	1	4	5	5	4	5	5	5	2	5	5	3	1	5	4	5	2	5	4	4	4	4	2	4	2	2	4	2	2	1939	1	1	5	8	9
4	2	5	1	4	2	5	1	4	5	5	1	5	2	4	4	5	2	4	4	2	5	1	5	4	5	2	5	4	4	2	5	5	4	2	5	2	4	2	4	2	4	2	2	2	3	1	1	2	1	1	1957	2	1	2	6	34
2	1	5	1	3	2	4	1	5	5	4	1	5	2	3	3	5	1	1	3	2	4	1	5	4	4	1	5	1	4	2	5	4	5	2	4	1	5	1	4	3	4	1	4	3	4	3	3	4	1	2	1932	1	1	5	10	9
4	4	4	2	4	3	3	4	4	4	2	1	3	4	5	2	4	4	2	4	3	1	4	4	4	4	2	4	4	2	2	4	4	4	2	2	2	4	2	5	5	1	3	1	3	4	3	2	5	1	2	1982	1	1	3	8	42
3	2	5	2	3	5	4	4	3	4	4	1	5	4	4	3	4	4	3	4	5	5	4	4	3	2	4	3	4	2	4	4	3	4	4	3	2	4	3	3	4	5	4	3	4	4	2	2	4	1	2	1958	2	1	5	7	41
4	3	5	2	5	1	4	1	3	5	5	1	5	3	4	4	5	4	2	3	1	4	1	4	5	4	1	4	4	3	1	4	4	3	1	4	1	4	2	5	4	4	2	1	3	4	3	4	4	1	2	1958	1	1	4	11	9
4	3	5	1	4	5	5	1	4	5	4	1	5	3	4	2	5	1	4	3	4	2	1	4	4	1	1	5	3	3	4	5	5	5	1	2	1	5	1	5	2	3	2	2	3	4	3	3	4	1	2	1939	2	1	3	10	26
3	1	5	1	4	4	3	4	4	5	3	1	5	4	4	3	4	2	3	5	3	2	1	5	3	3	4	5	4	4	3	4	5	4	1	4	3	5	3	4	4	3	5	3	2	4	3	2	4	1	3	1960	1	1	4	7	23
2	1	5	1	5	1	5	1	2	5	5	1	5	4	5	4	5	1	4	2	2	5	1	5	2	3	1	5	1	2	1	5	5	5	4	4	1	5	1	4	2	4	1	2	2	4	3	4	4	1	2	1962	2	1	2	14	14
4	4	5	4	5	3	4	4	3	5	3	2	5	5	5	3	3	4	5	4	3	4	3	4	5	4	4	5	4	4	3	4	4	4	4	3	3	4	3	4	3	4	3	5	2	1	2	1	2	2	1	1965	2	3	3	3	42
